,29,8.82
,29,3.42
,25,0.69
,28,7.28
,36,87.14
,26,1.14
,24,1.27
,32,15.27
,23,0.82
,30,18.33
,25,0.7
,36,115.47
,26,1.74
,31,13.47
,31,9.11
,26,2.11
,29,8.66
,27,1.49
,29,6.87
,30,18.27
,27,2.01
,23,1.24
,29,6.15
,27,2.35
,25,1.03
,28,1.51
,34,38.92
,30,8.17
,27,10.04
,33,73.89
,27,6.08
,30,5.21
,35,46.79
,27,4.12
,31,15.57
,32,34.4
,31,14.37
,27,6.18
,28,8.58
,27,2.34
,27,1.23
,31,9.71
,25,1.87
,28,2.01
,30,7.79
,23,1.36
,30,6.77
,32,23.78
,31,8.92
,28,6.53
,25,1.86
,29,8.08
,26,12.01
,28,5.45
,23,0.75
,31,16.45
,26,2.93
,24,1.04
,29,4.0
,28,3.6
,32,16.28
,22,1.18
,23,1.56
,32,12.1
,27,3.18
,34,41.89
,25,2.19
,30,6.26
,27,3.76
,30,20.08
,22,0.62
,25,5.41
,28,3.73
,33,14.18
,30,4.27
,29,10.87
,32,8.05
,23,1.93
,27,3.3
,31,13.38
,23,1.74
,32,12.32
,30,9.74
,33,39.04
,34,54.75
,31,16.4
,29,4.39
,30,27.06
,29,13.33
,31,26.7
,28,6.73
,32,22.67
,30,12.94
,25,2.8
,33,11.22
,26,1.77
,23,1.98
,26,2.24
,23,0.83
,30,9.12
,25,1.11
,34,51.95
,31,14.49
,29,2.44
,25,1.2
,33,28.1
,25,1.6
,26,2.03
,26,1.79
,32,13.89
,27,1.88
,26,2.71
,23,1.88
,32,30.65
,30,9.91
,26,1.13
,30,27.3
,29,4.85
,28,8.59
,24,2.25
,30,4.65
,32,24.64
,29,4.25
,30,21.23
,30,3.29
,25,5.71
,28,5.86
,32,37.78
,28,6.71
,32,36.17
,30,8.59
,32,14.15
,24,0.88
,32,38.85
,27,2.29
,31,21.15
,28,4.71
,22,1.09
,28,4.28
,27,2.43
,27,3.19
,24,1.33
,28,4.1
,27,2.91
,22,1.17
,29,12.07
,28,2.29
,26,2.12
,33,33.35
,30,10.96
,28,2.84
,25,1.3
,23,0.9
,31,23.12
,24,1.16
,26,2.25
,31,26.29
,23,0.76
,30,13.13
,27,1.76
,26,6.12
,22,0.53
,31,21.9
,24,1.57
,32,41.52
,30,22.76
,26,2.19
,21,0.87
,26,1.01
,26,4.04
,25,3.24
,35,54.01
,25,1.53
,25,3.09
,30,7.43
,27,5.58
,30,24.02
,25,1.67
,22,0.71
,28,4.03
,32,26.09
,32,9.1
,29,10.42
,31,4.76
,27,5.43
,33,3.39
,23,0.71
,29,10.49
,23,0.94
,33,32.03
,26,1.43
,29,14.45
,25,3.52
,21,0.66
,20,0.56
,26,3.21
,24,2.16
,31,31.82
,28,3.37
,31,24.51
,25,1.25
,30,7.48
,32,23.52
,30,7.48
,34,25.7
,26,2.26
,31,13.36
,25,4.4
,30,6.33
,30,21.6
,25,1.69
,33,18.87
,35,68.61
,28,7.7
,26,1.59
,31,14.66
,33,25.61
,26,2.29
,26,3.86
,25,2.42
,25,1.18
,31,30.5
,30,9.71
,26,4.21
,28,3.4
,34,76.48
,24,0.68
,25,1.35
,27,3.77
,26,1.91
,24,1.33
,28,3.66
,30,23.4
,29,6.15
,25,2.05
,30,20.79
,30,6.46
,29,6.22
,31,10.47
,34,32.97
,25,1.78
,29,6.23
,30,12.79
,32,32.06
,31,22.04
,29,3.87
,28,3.69
,32,15.17
,28,3.15
,27,7.11
,32,29.42
,32,38.47
,29,6.76
,30,4.89
,22,0.98
,28,3.21
,24,1.54
,28,2.82
,29,7.64
,28,4.88
,26,2.09
,32,15.34
,31,12.31
,28,6.6
,33,88.43
,28,1.6
,31,12.37
,31,5.17
,26,2.04
,30,6.27
,21,0.82
,26,2.65
,25,2.46
,30,10.91
,27,1.27
,31,18.3
,27,2.64
,29,5.37
,23,0.96
,32,76.16
,22,0.66
,26,1.21
,28,4.29
,26,4.51
,21,7.11
,28,1.55
,23,1.01
,31,11.88
,27,3.75
,34,47.19
,32,12.73
,30,10.43
,25,2.46
,30,7.64
,30,11.21
,29,3.02
,24,0.91
,26,2.26
,30,3.07
,26,1.79
,24,0.88
,28,4.46
,29,3.48
,30,10.92
,30,7.38
,24,1.1
,28,4.45
,24,0.83
,25,4.28
,28,4.08
,28,4.76
,28,5.77
,31,42.38
,24,1.19
,29,17.25
,29,19.52
,29,2.44
,29,5.74
,34,64.86
,27,2.6
,26,4.38
,29,7.56
,30,11.88
,32,18.17
,26,2.05
,29,9.1
,28,4.26
,25,1.05
,29,5.11
,25,1.88
,25,2.77
,28,6.49
,30,6.01
,26,1.36
,28,4.55
,30,4.16
,32,13.64
,22,0.87
,22,1.14
,33,70.73
,31,14.63
,25,3.03
,29,4.44
,31,18.02
,28,7.64
,32,12.63
,26,2.55
,25,0.75
,32,23.54
,24,0.72
,23,0.74
,19,0.92
,23,1.76
,24,1.49
,30,22.41
,27,4.58
,28,2.03
,29,5.76
,21,0.57
,29,4.44
,27,6.09
,24,1.71
,31,14.13
,29,4.87
,27,3.6
,32,55.45
,35,102.46000000000001
,30,15.74
,25,3.22
,28,2.68
,26,2.02
,27,5.01
,26,2.16
,30,12.87
,26,1.55
,33,32.36
,27,5.27
,28,4.79
,25,1.06
,25,1.7
,25,2.26
,30,2.87
,28,5.88
,24,1.88
,29,5.33
,28,3.06
,25,1.91
,26,2.21
,30,4.13
,25,2.37
,25,1.04
,31,41.4
,30,4.47
,30,4.44
,26,0.82
,24,2.23
,26,2.62
,21,1.13
,31,7.25
,27,2.95
,32,23.9
,22,0.65
,29,7.15
,27,5.48
,29,6.43
,30,15.62
,27,5.36
,26,1.12
,25,1.39
,30,8.91
,26,3.33
,21,0.92
,29,3.1
,29,1.96
,31,15.48
,28,4.35
,30,7.84
,31,20.73
,24,1.24
,23,0.64
,28,4.3
,22,1.01
,31,3.94
,34,14.7
,28,9.89
,30,12.05
,20,0.71
,32,48.53
,31,8.36
,31,36.34
,32,13.59
,31,16.95
,29,3.11
,30,4.34
,26,1.58
,30,19.78
,28,2.19
,26,1.67
,34,81.77
,27,2.62
,24,1.33
,32,20.58
,29,8.12
,29,18.47
,31,21.12
,29,5.75
,26,5.27
,30,14.89
,25,3.37
,33,74.46000000000001
,32,37.29
,27,2.66
,25,4.63
,29,4.76
,21,1.06
,27,2.47
,29,9.23
,28,7.49
,32,15.41
,31,10.53
,31,22.78
,30,16.37
,32,12.22
,25,2.29
,31,16.96
,25,2.33
,33,75.42
,30,4.73
,30,14.24
,30,15.87
,32,59.15
,26,2.21
,28,2.16
,33,41.8
,28,4.76
,30,7.68
,23,0.95
,25,0.85
,32,25.45
,31,10.2
,33,25.63
,27,5.24
,33,19.79
,26,1.68
,27,2.58
,29,7.51
,27,2.56
,25,1.84
,22,0.73
,32,26.35
,29,3.52
,28,3.15
,31,5.97
,30,17.63
,28,2.61
,31,21.0
,31,25.18
,29,3.33
,28,3.9
,31,10.5
,32,5.55
,26,4.99
,28,11.37
,30,7.91
,26,4.67
,31,27.31
,26,1.25
,32,29.03
,21,0.71
,32,10.09
,27,6.32
,25,1.31
,28,3.72
,25,1.4
,24,1.07
,25,3.93
,33,19.61
,27,2.74
,30,13.47
,27,3.16
,27,2.16
,27,1.98
,33,20.5
,33,24.64
,31,15.51
,25,1.53
,24,1.46
,31,16.53
,29,1.35
,27,2.24
,27,6.17
,27,4.11
,32,25.07
,29,4.01
,28,3.65
,29,8.72
,28,5.85
,31,12.94
,30,3.24
,26,1.64
,26,2.39
,22,1.16
,28,3.03
,32,8.3
,25,2.02
,26,1.43
,30,8.24
,31,16.6
,25,1.5
,23,0.81
,28,8.14
,24,0.7
,25,3.11
,32,35.11
,28,3.93
,25,1.77
,31,12.68
,33,21.98
,26,3.94
,31,16.98
,31,8.97
,28,2.58
,25,2.06
,30,17.23
,29,7.78
,25,1.14
,25,1.26
,28,7.22
,27,2.14
,28,8.49
,32,18.31
,29,4.12
,27,3.86
,31,13.92
,28,10.86
,23,1.79
,26,2.08
,26,1.64
,30,15.93
,30,8.08
,28,9.85
,28,4.04
,30,7.61
,29,5.54
,34,16.43
,31,20.84
,25,1.45
,29,10.27
,23,0.66
,32,10.39
,31,16.96
,26,5.23
,30,15.4
,25,4.32
,27,4.32
,23,0.94
,30,17.46
,32,26.16
,29,15.09
,30,8.77
,30,5.25
,25,2.29
,27,3.45
,31,13.42
,28,7.59
,31,14.93
,32,39.04
,26,2.36
,26,2.65
,32,12.42
,29,10.63
,33,24.6
,34,74.88
,25,1.14
,32,24.58
,25,1.2
,26,1.48
,29,3.28
,27,2.46
,25,2.04
,30,11.4
,32,20.98
,32,16.22
,26,1.56
,25,1.6
,25,1.45
,28,2.54
,31,14.47
,25,1.57
,24,1.56
,27,3.86
,29,4.74
,29,5.69
,31,11.47
,27,4.53
,32,19.48
,28,4.42
,28,3.61
,25,1.93
,29,14.69
,34,37.29
,27,1.68
,29,15.21
,24,0.89
,30,6.12
,29,17.81
,26,1.42
,32,21.01
,30,10.37
,28,7.1
,31,11.1
,29,4.56
,23,0.94
,25,1.26
,30,9.11
,31,84.28
,28,11.61
,30,10.36
,26,2.24
,31,21.52
,21,0.53
,25,1.63
,26,4.39
,31,19.46
,31,22.75
,30,6.56
,30,8.71
,32,32.04
,29,2.41
,25,3.63
,33,25.84
,31,5.76
,30,9.95
,29,7.77
,28,2.08
,32,25.95
,28,3.38
,29,12.65
,30,2.63
,33,45.27
,27,4.81
,29,17.95
,28,4.1
,25,1.81
,23,1.21
,25,1.33
,31,12.5
,31,35.37
,32,23.78
,28,2.81
,25,1.52
,30,5.86
,29,10.31
,32,24.88
,31,15.36
,27,1.99
,31,33.61
,28,5.18
,25,2.04
,25,2.37
,30,15.45
,27,3.5
,31,17.18
,30,8.31
,30,26.61
,29,4.29
,27,3.61
,32,15.81
,29,9.47
,26,6.87
,31,12.1
,27,3.43
,25,1.32
,25,1.05
,28,3.15
,28,4.08
,30,10.99
,31,25.48
,19,0.56
,31,15.38
,31,3.52
,28,8.64
,26,1.22
,33,18.32
,26,4.12
,31,13.62
,29,7.53
,31,5.05
,32,19.29
,28,3.41
,28,10.39
,31,8.58
,27,3.92
,32,15.56
,34,66.81
,32,37.16
,33,40.75
,23,0.78
,30,5.66
,29,9.34
,30,4.2
,30,16.62
,28,4.02
,24,2.59
,29,3.81
,31,14.07
,32,13.97
,24,2.59
,22,0.71
,28,3.13
,27,2.94
,29,1.56
,30,3.61
,27,5.97
,21,1.6
,24,1.51
,28,1.07
,31,5.45
,32,21.25
,33,32.41
,29,8.66
,22,0.53
,28,9.2
,28,3.87
,27,8.88
,29,7.43
,31,11.23
,35,46.64
,23,1.01
,31,9.73
,29,7.34
,23,0.65
,22,0.98
,26,2.44
,30,4.71
,29,10.98
,33,104.35
,28,2.73
,31,26.38
,29,5.25
,30,6.31
,30,8.93
,30,11.21
,33,15.91
,30,17.09
,33,38.21
,32,17.2
,30,6.46
,23,1.26
,25,1.11
,31,23.48
,29,5.03
,31,6.92
,32,21.44
,33,19.7
,29,8.17
,28,4.43
,32,9.73
,29,4.37
,28,4.52
,26,2.32
,27,2.94
,23,0.61
,30,7.3
,23,1.26
,30,8.98
,31,16.08
,27,4.52
,31,21.98
,27,2.62
,24,1.07
,32,15.92
,29,2.46
,30,6.26
,22,1.06
,27,1.97
,30,6.54
,26,4.28
,34,62.95
,23,0.87
,30,19.31
,29,12.72
,22,0.7
,28,3.85
,30,24.34
,31,21.32
,31,14.2
,32,11.06
,20,0.64
,32,33.44
,23,0.66
,30,6.6
,27,5.45
,26,2.1
,23,0.89
,27,4.08
,31,14.21
,28,2.05
,32,9.0
,29,3.13
,28,7.33
,29,5.18
,26,3.44
,29,4.18
,32,48.29
,29,9.93
,28,6.34
,27,5.06
,29,8.43
,30,3.52
,29,5.8
,32,44.1
,26,1.67
,23,1.12
,20,1.03
,32,15.9
,26,2.63
,30,5.55
,24,2.25
,32,16.38
,31,13.18
,34,64.16
,24,1.14
,31,17.18
,23,1.03
,26,2.96
,22,0.93
,30,6.33
,27,1.71
,27,1.74
,31,10.41
,29,4.09
,25,2.65
,32,31.2
,33,75.15
,29,6.86
,31,29.39
,30,4.5
,29,4.05
,33,44.28
,27,7.1
,28,5.43
,31,11.45
,21,1.29
,32,13.65
,33,16.73
,26,1.42
,33,49.62
,24,1.07
,30,14.73
,23,0.83
,30,10.35
,32,13.35
,24,0.97
,23,1.27
,22,0.56
,21,0.67
,27,4.59
,21,1.02
,31,20.95
,26,3.8
,27,2.33
,31,7.8
,31,14.34
,28,10.64
,31,39.86
,29,11.17
,33,22.62
,28,3.7
,30,12.94
,33,66.24
,27,3.59
,26,1.08
,25,1.66
,30,5.64
,27,4.24
,25,1.23
,30,16.3
,31,6.25
,32,15.95
,27,3.39
,28,1.39
,31,25.86
,24,1.4
,30,23.55
,28,7.61
,27,4.11
,28,2.8
,29,4.79
,31,20.31
,24,1.55
,29,4.73
,29,13.99
,29,6.0
,28,6.1
,32,22.01
,29,8.07
,31,15.92
,29,4.55
,30,10.82
,27,2.03
,30,15.36
,24,0.95
,32,8.66
,31,20.74
,25,4.04
,26,1.9
,26,2.72
,31,15.19
,23,1.0
,28,4.03
,24,1.01
,30,8.92
,28,6.05
,33,21.34
,30,12.7
,28,9.95
,33,28.99
,30,32.54
,30,4.42
,28,3.99
,32,46.76
,31,4.97
,28,4.88
,29,6.62
,24,1.75
,33,29.72
,32,20.96
,30,16.92
,30,20.0
,25,1.66
,32,30.98
,28,8.85
,28,4.72
,31,12.99
,32,36.97
,29,2.38
,30,8.56
,25,1.56
,28,4.89
,32,41.77
,27,2.74
,27,5.45
,32,29.29
,25,2.33
,26,2.49
,32,30.26
,25,1.14
,23,1.81
,29,5.36
,32,14.08
,31,27.73
,26,1.25
,24,1.49
,32,9.29
,30,12.17
,26,3.01
,31,14.86
,25,1.78
,31,11.23
,31,11.65
,30,21.29
,31,28.83
,31,23.11
,23,1.24
,32,12.52
,30,25.09
,32,39.72
,29,18.24
,30,7.69
,27,2.84
,26,4.06
,29,7.75
,33,16.23
,24,1.21
,27,2.69
,23,0.96
,25,2.76
,32,29.73
,31,14.67
,31,6.36
,28,5.61
,29,8.81
,31,12.14
,29,14.26
,25,1.32
,34,55.98
,31,14.53
,23,0.68
,29,5.01
,25,1.39
,23,1.12
,21,0.82
,24,1.0
,25,1.85
,26,1.31
,25,3.94
,32,54.85
,33,89.44
,30,18.9
,23,0.93
,28,2.66
,24,3.07
,31,10.12
,29,9.61
,32,32.01
,29,9.22
,24,1.29
,26,4.52
,30,10.43
,30,5.47
,25,1.56
,33,53.83
,21,0.65
,27,2.46
,29,17.08
,24,1.53
,31,19.66
,26,2.12
,26,2.02
,32,16.7
,31,18.89
,32,110.82
,24,1.19
,25,4.88
,28,11.56
,28,4.98
,29,3.37
,30,3.15
,28,6.24
,31,8.99
,34,55.59
,27,2.74
,30,2.06
,26,2.41
,26,1.44
,25,1.86
,26,3.74
,29,5.07
,23,1.81
,23,1.2
,29,3.06
,24,0.84
,28,7.89
,27,1.9
,31,14.21
,30,7.39
,28,3.71
,33,21.83
,27,7.09
,28,8.25
,24,1.37
,32,25.19
,33,31.56
,27,2.27
,24,1.06
,22,0.78
,33,9.52
,23,0.72
,27,5.82
,29,2.96
,29,5.97
,24,1.91
,31,21.6
,29,14.65
,28,9.05
,22,0.8
,33,45.63
,31,7.8
,29,9.06
,28,6.84
,34,37.17
,29,5.7
,26,1.48
,27,2.07
,28,5.73
,26,1.91
,26,2.12
,26,3.04
,28,4.95
,29,1.48
,28,8.66
,31,6.03
,24,2.23
,25,3.75
,32,35.55
,32,22.99
,29,13.52
,22,0.52
,28,1.81
,24,1.73
,26,4.25
,29,9.32
,31,4.02
,26,3.22
,24,0.96
,25,2.07
,32,10.29
,22,1.17
,28,13.07
,25,1.22
,29,6.35
,30,6.31
,26,0.93
,29,14.46
,31,10.4
,27,3.23
,29,11.39
,30,17.2
,31,28.53
,31,11.63
,24,1.34
,33,12.74
,27,2.63
,28,4.07
,29,6.66
,23,1.01
,28,13.51
,34,57.31
,30,17.96
,25,2.91
,28,2.83
,28,4.36
,33,30.7
,31,47.16
,31,11.02
,34,114.49000000000001
,33,29.82
,31,26.07
,27,2.42
,25,1.94
,32,15.89
,23,0.84
,27,6.73
,26,1.59
,25,1.89
,31,31.15
,29,7.08
,24,1.64
,36,89.28999999999999
,25,0.83
,29,4.36
,28,5.22
,36,85.25
,23,0.6
,31,27.91
,30,7.67
,33,25.23
,33,37.23
,33,46.59
,33,20.34
,29,13.88
,24,1.81
,24,1.13
,24,0.83
,28,11.41
,32,54.15
,23,1.32
,30,6.06
,30,6.25
,30,10.59
,30,8.33
,31,10.78
,26,1.42
,32,22.68
,26,5.34
,25,1.32
,28,1.7
,26,2.8
,32,96.75999999999999
,32,16.77
,29,10.19
,21,0.91
,24,1.27
,26,3.19
,26,2.96
,31,10.65
,24,1.99
,31,12.81
,32,29.81
,28,2.81
,32,18.5
,27,2.97
,30,13.98
,32,24.75
,28,6.38
,24,1.55
,33,19.54
,30,16.42
,27,3.9
,31,22.95
,28,2.4
,33,31.92
,33,11.77
,34,22.05
,28,3.95
,31,12.22
,26,1.42
,30,12.62
,33,28.09
,32,16.28
,31,9.24
,27,4.53
,28,4.36
,29,10.72
,30,14.38
,32,15.1
,30,2.21
,27,2.81
,28,2.5
,31,25.53
,33,49.04
,25,3.13
,31,11.86
,28,8.43
,29,3.92
,27,6.42
,27,2.09
,31,5.31
,31,8.87
,28,10.74
,27,2.59
,31,9.5
,29,9.55
,22,0.63
,24,1.17
,29,6.45
,32,11.63
,24,1.36
,28,9.77
,27,4.72
,23,1.08
,31,7.38
,27,4.41
,28,3.87
,31,16.92
,25,1.69
,32,17.23
,30,6.65
,27,3.22
,24,2.0
,23,0.89
,24,1.34
,28,2.93
,31,7.32
,29,4.74
,32,24.8
,24,2.13
,28,4.04
,26,2.36
,30,8.0
,33,29.69
,24,2.39
,31,48.09
,25,1.41
,27,3.14
,22,0.57
,29,5.08
,31,8.69
,31,7.44
,27,2.03
,26,2.68
,29,2.33
,26,3.11
,28,2.35
,27,3.74
,30,13.91
,30,9.32
,31,10.22
,24,0.94
,26,1.35
,30,23.51
,27,3.07
,27,3.45
,26,5.91
,29,11.08
,30,4.99
,24,1.63
,26,3.95
,31,18.6
,26,4.42
,30,12.9
,22,0.63
,28,3.07
,29,7.35
,31,22.8
,28,2.42
,24,1.46
,28,2.41
,25,1.28
,32,12.9
,25,1.14
,32,23.3
,28,3.41
,31,6.1
,28,4.88
,26,5.3
,25,1.22
,32,26.54
,25,1.69
,24,1.1
,30,8.25
,27,2.84
,31,13.06
,26,3.67
,24,1.36
,29,5.78
,31,39.64
,27,2.89
,28,5.43
,32,36.13
,29,8.11
,27,5.88
,30,3.63
,26,3.4
,24,1.53
,31,12.91
,25,1.34
,32,28.78
,31,28.07
,32,36.2
,34,20.79
,26,4.15
,27,2.04
,26,2.22
,21,0.54
,29,7.84
,23,1.25
,28,5.43
,27,1.68
,28,3.01
,30,13.14
,32,19.9
,31,13.78
,28,18.9
,29,5.97
,28,4.62
,30,6.01
,32,62.65
,26,2.21
,24,1.21
,31,15.74
,22,0.77
,25,4.01
,25,1.33
,29,8.85
,26,2.56
,25,1.68
,23,0.69
,23,1.03
,24,1.36
,22,0.77
,26,1.54
,29,3.58
,26,1.78
,31,22.68
,29,4.74
,31,10.18
,29,4.16
,30,6.63
,32,27.62
,23,0.86
,29,12.3
,29,7.44
,32,29.13
,30,29.21
,28,6.72
,27,6.19
,32,15.88
,30,23.29
,27,5.76
,29,9.15
,28,7.24
,27,6.73
,32,16.16
,30,30.6
,30,16.16
,33,38.09
,24,2.16
,31,6.54
,22,0.69
,27,4.84
,32,38.7
,28,3.99
,30,3.69
,26,1.23
,30,16.26
,32,13.0
,32,16.87
,33,33.77
,33,31.94
,28,2.92
,23,1.0
,27,2.43
,25,1.07
,32,14.11
,31,10.18
,28,4.02
,32,22.72
,32,19.35
,29,4.68
,27,5.34
,27,2.7
,32,52.46
,33,13.62
,25,0.73
,24,1.33
,31,12.71
,26,3.44
,29,2.87
,30,28.02
,27,2.19
,28,2.81
,27,1.59
,30,5.25
,23,0.97
,31,13.95
,24,2.72
,25,0.73
,27,2.82
,31,15.67
,30,11.61
,27,3.54
,24,1.33
,33,29.92
,24,1.8
,31,11.22
,26,3.5
,26,2.49
,28,3.79
,24,1.01
,30,8.47
,30,10.48
,20,0.64
,32,15.18
,27,3.64
,27,3.01
,28,1.32
,26,2.54
,29,3.27
,30,5.19
,31,9.61
,31,21.29
,32,33.53
,31,11.11
,28,7.29
,31,11.58
,24,3.13
,23,1.15
,27,2.79
,31,14.68
,33,23.22
,31,8.5
,23,0.62
,35,80.77
,32,17.61
,25,1.85
,27,3.67
,33,16.15
,28,1.93
,28,4.75
,27,3.66
,27,4.02
,26,1.18
,33,41.12
,27,2.59
,30,7.26
,28,7.04
,32,13.27
,28,4.78
,29,16.97
,28,2.3
,26,2.27
,26,1.96
,30,11.23
,29,7.38
,25,3.9
,29,6.49
,32,19.28
,25,1.36
,22,0.8
,26,2.46
,23,1.3
,31,4.28
,31,18.3
,28,3.58
,29,5.26
,29,5.51
,31,9.8
,29,7.74
,30,22.51
,26,3.71
,27,5.76
,24,1.29
,33,52.5
,29,5.8
,23,1.8
,26,2.51
,28,2.78
,25,0.98
,25,1.24
,30,9.34
,29,14.73
,25,2.88
,32,21.3
,27,5.81
,26,1.35
,28,3.16
,27,3.01
,30,7.9
,25,1.5
,31,27.48
,25,0.78
,33,12.18
,29,6.74
,30,6.73
,31,24.07
,29,6.83
,29,5.46
,28,6.85
,25,1.9
,27,2.67
,28,10.77
,26,2.4
,22,0.84
,24,0.85
,32,11.42
,29,2.06
,31,16.44
,34,23.01
,29,7.98
,25,3.36
,32,18.56
,26,1.96
,29,9.08
,23,1.33
,36,55.53
,29,6.44
,31,11.15
,27,2.29
,31,19.94
,31,18.89
,23,1.05
,29,12.3
,26,2.94
,26,1.82
,35,93.75999999999999
,31,9.71
,27,2.84
,25,0.98
,31,9.1
,28,1.62
,31,20.31
,28,18.8
,31,6.62
,34,48.67
,33,22.45
,31,7.27
,28,5.19
,25,1.28
,27,4.45
,33,27.51
,27,1.6
,26,2.37
,25,3.46
,30,7.98
,27,2.38
,26,2.17
,27,5.52
,33,43.45
,30,8.45
,28,1.84
,19,0.51
,31,16.55
,27,3.65
,29,8.73
,28,5.09
,34,17.65
,29,6.01
,22,0.95
,22,1.02
,26,1.47
,29,10.17
,27,3.27
,30,6.46
,25,2.58
,23,1.74
,30,7.38
,25,1.04
,26,1.97
,24,0.95
,26,3.09
,31,10.49
,26,3.39
,26,1.72
,32,20.18
,23,1.14
,29,20.31
,24,1.02
,29,3.06
,23,0.99
,34,39.49
,31,11.03
,23,1.24
,20,0.71
,26,1.71
,30,14.68
,31,14.19
,29,6.52
,27,3.11
,36,58.12
,31,38.09
,31,15.42
,22,1.01
,31,12.79
,29,12.99
,32,13.91
,26,1.85
,29,12.75
,31,18.2
,29,11.66
,30,6.46
,24,1.62
,24,3.49
,30,9.25
,23,1.36
,27,2.62
,30,8.56
,26,2.42
,24,1.19
,30,17.05
,28,7.0
,31,7.18
,24,1.54
,30,5.85
,31,11.9
,29,11.65
,28,4.73
,28,10.67
,31,10.97
,27,5.15
,28,2.85
,31,28.2
,33,46.37
,26,9.66
,30,7.4
,28,5.49
,22,1.26
,23,1.34
,25,2.44
,28,6.57
,31,15.18
,30,13.85
,27,5.29
,26,4.08
,31,12.44
,29,2.46
